,words,frequency,ngram
173,当,348,1
174,して,348,2
175,男,346,1
176,選,346,1
177,き,344,1
178,さ,342,1
179,だ,341,1
180,ば,338,1
181,ﾈと,334,2
182,ﾉな,322,2
183,つ,317,1
184,ナ,313,1
185,　　　,310,3
186,ル,306,1
187,副,305,1
188,ﾄま,304,2
189,ﾈの,301,2
190,会,300,1
191,ト,296,1
192,え,296,1
193,竄,294,1
194,との,291,2
195,学,287,1
196,ﾔ,282,1
197,バ,274,1
198,は、,274,2
199,りま,272,2
200,ﾄみ,271,2
201,話,268,1
202,以,262,1
203,当選,260,2
204,不,258,1
205,一,257,1
206,真,257,1
207,黷ｽ,256,2
208,です,256,2
209,　　　　,254,4
210,ｵ,254,1
211,ク,252,1
212,ﾈ単,250,2
213,ょ,249,1
214,っ,238,1
215,思,236,1
216,信,234,1
217,ﾏ関,232,2
218,ﾏ関係,232,3
219,りた,230,2
220,てい,228,2
221,ｾ,227,1
222,間,224,1
223,お,223,1
224,ズ,222,1
225,ﾋ,222,1
226,確,221,1
227,での,220,2
228,方,218,1
229,ます。,218,3
230,へ,218,1
231,ので、,217,3
232,車,214,1
233,には,213,2
234,登,212,1
235,大,212,1
236,実,211,1
237,ﾈとの,210,3
238,ナン,210,2
239,ンバ,210,2
240,バー,210,2
241,ナンバ,210,3
242,ンバー,210,3
243,ナンバー,210,4
244,ーズ,208,2
245,バーズ,208,3
246,ンバーズ,208,4
247,ナンバーズ,208,5
248,した,206,2
249,上,206,1
250,の出,205,2
251,ﾗ,205,1
252,マ,203,1
253,イ,203,1
254,谷,201,1
255,　　　　　,198,5
256,円,196,1
257,ﾜで,196,2
258,ﾜて,196,2
259,人ﾈ,195,2
260,法,194,1
261,入,194,1
262,そ,192,1
263,なり,192,2
264,ﾊ真,191,2
265,にな,190,2
266,の出い,190,3
267,知,189,1
268,単ﾅ,189,2
269,ﾌ関,189,2
270,ﾌ関係,189,3
271,コ,188,1
272,ﾅま,187,2
273,てみ,187,2
274,んか,186,2
275,ﾌ出,185,2
276,ﾌ出い,185,3
277,固,185,1
278,目,182,1
279,子,181,1
280,･,181,1
281,宅,180,1
282,ﾌで,179,2
283,ﾝの,178,2
284,ﾉは,177,2
285,昔,177,1
286,近,175,1
287,利,175,1
288,生,174,1
289,不ﾏ,172,2
290,レ,172,1
291,合,171,1
292,なて,170,2
293,竄｢,170,2
294,｢せ,170,2
295,竄｢せ,170,3
296,ッ,169,1
297,畏,167,1
298,るか,166,2
299,なま,165,2
300,本,165,1
301,へ係,165,2
302,ります,164,3
303,驍ｾ,164,2
304,行,163,1
305,プ,163,1
306,定,162,1
307,領,162,1
308,住,161,1
309,数,160,1
310,谷ﾈ,159,2
311,万,159,1
312,ｱ,159,1
313,､,158,1
314,驍ｱ,158,2
315,ｱﾆ,158,2
316,驍ｱﾆ,158,3
317,ニ,157,1
318,まで,157,2
319,ﾑ,155,1
320,・・,154,2
321,蓄,151,1
322,後,149,1
323,わ,148,1
324,ょう,147,2
325,日,147,1
326,ﾌ男,145,2
327,題,145,1
328,金,145,1
329,ご,144,1
330,細,144,1
331,ﾖ,144,1
332,ﾐで,143,2
333,手,143,1
334,する,143,2
335,ぶ,143,1
336,です。,141,3
337,増,140,1
338,称,140,1
339,最,140,1
340,るこ,139,2
341,【,139,1
342,ﾅる,138,2
343,との出,137,3
344,ﾈとの出,137,4
345,との出い,137,4
346,ﾈとの出い,137,5
347,ﾆは,137,2
348,キ,137,1
349,ﾌサ,137,2
350,年,136,1
351,開,135,1
352,ﾌア,135,2
353,閧ｵ,135,2
354,者,134,1
355,回,134,1
356,繰,132,1
357,固の,131,2
358,から,131,2
359,タ,130,1
360,ﾌに,130,2
361,題が,130,2
362,さい,129,2
363,って,129,2
364,僻,129,1
365,ﾂ能,129,2
366,ﾎ以,128,2
367,可,128,1
368,無,127,1
369,ﾌ子,127,2
370,ﾉ登,127,2
371,ﾅ近,126,2
372,とは,126,2
373,ﾍめ,126,2
374,など,125,2
375,利用,125,2
376,ﾈ昔,125,2
377,昔サ,125,2
378,ﾈ昔サ,125,3
379,宅副,125,2
380,ぎ,124,1
381,いる,124,2
382,増や,124,2
383,要,124,1
384,】,123,1
385,対,123,1
386,はコ,123,2
387,解,122,1
388,くだ,122,2
389,のに,122,2
390,なりま,122,3
391,融,122,1
392,、ﾟ,122,2
393,ﾟて,122,2
394,ｪ,121,1
395,可能,121,2
396,いﾜ,121,2
397,外,121,1
398,文,121,1
399,ﾍに,120,2
400,トレ,120,2
401,レー,120,2
402,トレー,120,3
403,でな,120,2
404,ﾅは,120,2
405,ひ,120,1
406,会話,120,2
407,こﾆ,119,2
408,社,119,1
409,字,119,1
410,返,119,1
411,ね,119,1
412,ぴ,119,1
413,業,119,1
414,しﾄ,119,2
415,数字,118,2
416,こと,118,2
417,ている,118,3
418,カ,118,1
419,成,118,1
420,必,118,1
421,ての,118,2
422,フ,117,1
423,て、,117,2
424,ﾚ細,117,2
425,まし,116,2
426,ﾅて,116,2
427,細は,116,2
428,めの,116,2
429,ﾜん,116,2
430,なれ,115,2
431,連,115,1
432,ﾏ出,115,2
433,ﾏ出い,115,3
434,ﾜんか,115,3
435,使,115,1
436,べ,115,1
437,ださ,114,2
438,ても,114,2
439,くださ,114,3
440,ださい,114,3
441,ください,114,4
442,痰,114,1
443,ﾍ、,114,2
444,細はコ,114,3
445,介,114,1
446,ど、,113,2
447,るの,113,2
448,ラ,113,1
449,くな,112,2
450,でま,112,2
451,ﾈで,112,2
452,ﾅで,111,2
453,いま,111,2
454,たﾈ,111,2
455,ﾝ宅,111,2
456,ﾂま,111,2
457,謔,110,1
458,除,110,1
459,ﾘ谷,110,2
460,ﾍ畏,110,2
461,まて,110,2
462,在,110,1
463,中,109,1
464,的ﾉ,109,2
465,竝,108,1
466,ﾌ蓄,108,2
467,竝ﾍ,108,2
468,ール,108,2
469,粁,108,1
470,ﾈ単ﾅ,108,3
471,歓,108,1
472,まの,107,2
473,ﾓ,107,1
474,解除,107,2
475,ました,107,3
476,なります,107,4
477,ﾆ思,107,2
478,ゼ,106,1
479,指,106,1
480,います,106,3
481,韓,106,1
482,碧,106,1
483,ﾉなて,105,3
484,ﾍら,105,2
485,なの,105,2
486,なば,105,2
487,」,105,1
488,の英,105,2
489,英会,105,2
490,英会話,105,3
491,ズ当,104,2
492,ーズ当,104,3
493,ズ当選,104,3
494,バーズ当,104,4
495,ーズ当選,104,4
496,ンバーズ当,104,5
497,バーズ当選,104,5
498,ﾈど,104,2
499,メ,103,1
500,ﾒで,103,2
501,合ﾍ,103,2
502,係ﾟ,103,2
503,の人,102,2
504,の人ﾈ,102,3
505,ﾝな,102,2
506,ﾍま,102,2
507,好,102,1
508,ﾌセ,102,2
509,ﾟに,102,2
510,で、ﾟ,102,3
511,目的,102,2
512,れ合,102,2
513,ﾉなれ,102,3
514,なれ合,102,3
515,れ合ﾍ,102,3
516,ﾉなれ合,102,4
517,なれ合ﾍ,102,4
518,ﾉなれ合ﾍ,102,5
519,ﾝ住,101,2
520,住ﾌ,101,2
521,ﾝ住ﾌ,101,3
522,ﾌ題,101,2
523,ﾌ題が,101,3
524,点,100,1
525,ﾈへ,100,2
526,でょ,100,2
527,体,100,1
528,部,100,1
529,ジ,100,1
530,ﾜは,100,2
531,事,99,1
532,達,99,1
533,ﾈら,99,2
534,ﾈへ係,99,3
535,全,99,1
536,簡,99,1
537,簡単,99,2
538,運,98,1
539,しま,98,2
540,出ﾄ,98,2
541,い。,97,2
542,がﾂ,97,2
543,髢,97,1
544,発,97,1
545,までの,97,3
546,ﾚ細は,97,3
547,ﾚ細はコ,97,4
548,のは,96,2
549,借,96,1
550,ﾂで,96,2
551,みま,95,2
552,的ﾆ,95,2
553,理,95,1
554,渉,94,1
555,ﾈ渉,94,2
556,渉能,94,2
557,ﾈ渉能,94,3
558,今,94,1
559,資,94,1
560,あな,94,2
561,なた,94,2
562,万円,94,2
563,あなた,94,3
564,ブ,94,1
565,会え,94,2
566,ﾚ的,94,2
567,る副,94,2
568,ﾜでの,94,3
569,では,93,2
570,さい。,93,3
571,てので,93,3
572,書,93,1
573,設,93,1
574,ﾉと,92,2
575,みて,92,2
576,副ﾆ,92,2
577,ち,91,1
578,あり,91,2
579,返信,91,2
580,地,91,1
581,楽,91,1
582,ﾜの,90,2
583,意,90,1
584,わせ,90,2
585,いﾌ,90,2
586,ば、,90,2
587,ｵﾌ,90,2
588,断,89,1
589,なく,89,2
590,れて,89,2
591,稼ぎ,89,2
592,ﾄて,89,2
593,すの,88,2
594,ﾉ出,88,2
595,為,88,1
596,単ﾉ,88,2
597,癖,88,1
598,月,87,1
599,れた,87,2
600,ね。,87,2
601,典,87,1
602,送,86,1
603,謔､,86,2
604,億,86,1
605,ぐ,86,1
606,され,86,2
607,くなり,86,3
608,ださい。,86,4
609,ください。,86,5
610,空,86,1
611,ﾅな,86,2
612,めに,86,2
613,収,86,1
614,ﾘり,85,2
615,たﾉ,85,2
616,ﾘりた,85,3
617,りたﾉ,85,3
618,ﾘりたﾉ,85,4
619,はア,85,2
620,骭,85,1
621,ワ,85,1
622,たい,84,2
623,係ﾈ,84,2
624,ど目,84,2
625,関係ﾈ,84,3
626,係ﾈど,84,3
627,ﾈど目,84,3
628,ど目的,84,3
629,目的ﾉ,84,3
630,関係ﾈど,84,4
631,係ﾈど目,84,4
632,ﾈど目的,84,4
633,ど目的ﾉ,84,4
634,関係ﾈど目,84,5
635,係ﾈど目的,84,5
636,ﾈど目的ﾉ,84,5
637,国,84,1
638,はま,84,2
639,定い,84,2
640,､ﾉ,83,2
641,謔､ﾉ,83,3
642,､ﾉな,83,3
643,謔､ﾉな,83,4
644,で断,83,2
645,通,83,1
646,リ,83,1
647,歌,83,1
648,には、,83,3
649,男ﾉ,83,2
650,ﾌ為,83,2
651,ﾄよ,83,2
652,まと,83,2
653,・・・,83,3
654,下,82,1
655,ﾆ借,82,2
656,借り,82,2
657,ら･,82,2
658,･･,82,2
659,ﾈ対,82,2
660,対歌,82,2
661,歌キ,82,2
662,ﾆ借り,82,3
663,借りた,82,3
664,りたﾈ,82,3
665,たﾈら,82,3
666,ﾈら･,82,3
667,ら･･,82,3
668,ﾘ谷ﾈ,82,3
669,谷ﾈ対,82,3
670,ﾈ対歌,82,3
671,対歌キ,82,3
672,ﾆ借りた,82,4
673,借りたﾈ,82,4
674,りたﾈら,82,4
675,たﾈら･,82,4
676,ﾈら･･,82,4
677,ﾘ谷ﾈ対,82,4
678,谷ﾈ対歌,82,4
679,ﾈ対歌キ,82,4
680,ﾆ借りたﾈ,82,5
681,借りたﾈら,82,5
682,りたﾈら･,82,5
683,たﾈら･･,82,5
684,ﾘ谷ﾈ対歌,82,5
685,谷ﾈ対歌キ,82,5
686,思ﾄ,82,2
687,愛,82,1
688,ｧ,82,1
689,髢ｧ,82,2
690,教,82,1
691,ない,82,2
692,女,82,1
693,鉱,82,1
694,ﾉ鉱,82,2
695,鉱ﾌ,82,2
696,ﾉ鉱ﾌ,82,3
697,断黷,81,2
698,ﾐで断,81,3
699,で断黷,81,3
700,断黷ｽ,81,3
701,ﾐで断黷,81,4
702,で断黷ｽ,81,4
703,ﾐで断黷ｽ,81,5
704,ュ,81,1
705,分,81,1
706,ニュ,81,2
707,りが,81,2
708,ります。,81,4
709,、ﾌ,81,2
710,まん,81,2
711,夏,81,1
712,時,81,1
713,介し,81,2
714,髀,80,1
715,辜,80,1
716,用髀,80,2
717,髀領,80,2
718,領と,80,2
719,とに,80,2
720,男辜,80,2
721,辜ー,80,2
722,ーﾍ,80,2
723,利用髀,80,3
724,用髀領,80,3
725,髀領と,80,3
726,領とに,80,3
727,とには,80,3
728,は、ﾌ,80,3
729,、ﾌ男,80,3
730,ﾌ男辜,80,3
731,男辜ー,80,3
732,辜ーﾍ,80,3
733,ーﾍま,80,3
734,利用髀領,80,4
735,用髀領と,80,4
736,髀領とに,80,4
737,領とには,80,4
738,とには、,80,4
739,には、ﾌ,80,4
740,は、ﾌ男,80,4
741,、ﾌ男辜,80,4
742,ﾌ男辜ー,80,4
743,男辜ーﾍ,80,4
744,辜ーﾍま,80,4
745,利用髀領と,80,5
746,用髀領とに,80,5
747,髀領とには,80,5
748,領とには、,80,5
749,とには、ﾌ,80,5
750,には、ﾌ男,80,5
751,は、ﾌ男辜,80,5
752,、ﾌ男辜ー,80,5
753,ﾌ男辜ーﾍ,80,5
754,男辜ーﾍま,80,5
755,ｨ,80,1
756,ホ,80,1
757,ﾌ僻,80,2
758,と用,80,2
759,まと用,80,3
760,き車,80,2
761,アル,79,2
762,ﾈば,79,2
763,ﾈので,79,3
764,るこﾆ,78,3
765,注,78,1
766,選マ,78,2
767,マニ,78,2
768,ュア,78,2
769,当選マ,78,3
770,選マニ,78,3
771,マニュ,78,3
772,ニュア,78,3
773,ュアル,78,3
774,ズ当選マ,78,4
775,当選マニ,78,4
776,選マニュ,78,4
777,マニュア,78,4
778,ニュアル,78,4
779,います。,78,4
780,ーズ当選マ,78,5
781,ズ当選マニ,78,5
782,当選マニュ,78,5
783,選マニュア,78,5
784,マニュアル,78,5
785,ﾆの,78,2
786,ﾘと,77,2
787,と谷,77,2
788,ﾈサ,77,2
789,ﾘと谷,77,3
790,と谷ﾈ,77,3
791,谷ﾈサ,77,3
792,ﾘと谷ﾈ,77,4
793,と谷ﾈサ,77,4
794,ﾘと谷ﾈサ,77,5
795,いた,77,2
796,なてま,77,3
797,ロ,77,1
798,象,76,1
799,ｽﾌ,76,2
800,黷ｽﾌ,76,3
801,った,76,2
802,兎,75,1
803,気,75,1
804,届,75,1
805,方法,75,2
806,請,75,1
807,心,75,1
808,話せ,75,2
809,人・,75,2
810,ﾅ確,75,2
811,攻,74,1
812,ﾒわ,74,2
813,ﾒわせ,74,3
814,のサ,74,2
815,ｳ,74,1
816,初,74,1
817,ﾒて,74,2
818,鞫,74,1
819,輸,74,1
820,なる,73,2
821,績,73,1
822,だけ,73,2
823,があ,73,2
824,すので,73,3
825,にめ,73,2
826,世,73,1
827,実績,72,2
828,ック,72,2
829,せる,72,2
830,ら、,72,2
831,ﾝ宅副,72,3
832,ﾌ輸,72,2
833,料,72,1
834,ーー,72,2
835,ﾔ信,71,2
836,人ﾈの,71,3
837,長,71,1
838,ず,71,1
839,記,71,1
840,たり,71,2
841,グ,71,1
842,堕,71,1
843,でも,71,2
844,こﾆは,70,3
845,チ,70,1
846,益,70,1
847,んな,70,2
848,ほ,70,1
849,まんか,70,3
850,識,70,1
851,ﾟる,70,2
852,関係ﾟ,70,3
853,ｵﾜ,70,2
854,閧ｵﾜ,70,3
855,高,69,1
856,椎,69,1
857,規,69,1
858,ﾗの,69,2
859,満,69,1
860,な単,69,2
861,ﾅな単,69,3
862,調,69,1
863,庫,69,1
864,ﾐ介,69,2
865,期,68,1
866,読,68,1
867,ますの,68,3
868,なくな,68,3
869,ますので,68,4
870,ﾆ。,68,2
871,ｱﾆ。,68,3
872,驍ｱﾆ。,68,4
873,みる,68,2
874,ﾆめ,68,2
875,熟,68,1
876,ﾋ空,68,2
877,空請,68,2
878,ﾅ会,68,2
879,ﾌり,68,2
880,ﾋ空請,68,3
881,単ﾅ会,68,3
882,ﾅ会え,68,3
883,ﾌりが,68,3
884,単ﾅ会え,68,4
885,以上,68,2
886,はな,68,2
887,ﾂな,68,2
888,ﾝ庫,68,2
889,庫固,68,2
890,ﾝ庫固,68,3
891,庫固の,68,3
892,固ので,68,3
893,ﾝ庫固の,68,4
894,庫固ので,68,4
895,固ので、,68,4
896,ので、ﾟ,68,4
897,ﾝ庫固ので,68,5
898,庫固ので、,68,5
899,固ので、ﾟ,68,5
900,ﾍ簡,68,2
901,ﾍ簡単,68,3
902,収入,68,2
903,ーーー,68,3
904,配,67,1
905,り、,67,2
906,ルが,67,2
907,してい,67,3
908,ﾄの,67,2
909,鼠,67,1
910,閧ｽ,67,2
911,これ,67,2
912,その,67,2
913,スト,66,2
914,とな,66,2
915,たら,66,2
916,ﾍの,66,2
917,腐,66,1
918,ﾌ後,66,2
919,後腐,66,2
920,腐ﾈ,66,2
921,いﾟ,66,2
922,ﾌ後腐,66,3
923,後腐ﾈ,66,3
924,腐ﾈへ,66,3
925,出いﾟ,66,3
926,ﾌ後腐ﾈ,66,4
927,後腐ﾈへ,66,4
928,腐ﾈへ係,66,4
929,ﾌ出いﾟ,66,4
930,ﾌ後腐ﾈへ,66,5
931,後腐ﾈへ係,66,5
932,前,66,1
933,ﾙ,66,1
934,覚,65,1
935,隠,65,1
936,たら、,65,3
937,起,65,1
938,摸,65,1
939,ピ,65,1
940,照,65,1
941,舎,65,1
942,ぬ,65,1
943,ぬ真,65,2
944,ﾟてみ,65,3
945,てみま,65,3
946,ﾟてみま,65,4
947,ﾟには,65,3
948,ペ,65,1
949,ｫ,65,1
950,ﾌ兎,64,2
951,象の,64,2
952,爪,64,1
953,なての,64,3
954,なてので,64,4
955,は間,64,2
956,てお,64,2
957,ーーーー,64,4
958,める,63,2
959,度,63,1
960,とし,63,2
961,適,63,1
962,碁,63,1
963,い成,63,2
964,成碁,63,2
965,出い成,63,3
966,い成碁,63,3
967,の出い成,63,4
968,出い成碁,63,4
969,との出い成,63,5
970,の出い成碁,63,5
971,ﾄので,63,3
972,ゃ,63,1
973,僻は,63,2
974,間固,63,2
975,の繰,63,2
976,繰ﾅ,63,2
977,ﾌ僻は,63,3
978,僻は間,63,3
979,は間固,63,3
980,間固の,63,3
981,固の繰,63,3
982,の繰ﾅ,63,3
983,合ﾍめ,63,3
984,ﾍめに,63,3
985,ﾌ僻は間,63,4
986,僻は間固,63,4
987,は間固の,63,4
988,間固の繰,63,4
989,固の繰ﾅ,63,4
990,れ合ﾍめ,63,4
991,合ﾍめに,63,4
992,ﾌ僻は間固,63,5
993,僻は間固の,63,5
994,は間固の繰,63,5
995,間固の繰ﾅ,63,5
996,なれ合ﾍめ,63,5
997,れ合ﾍめに,63,5
998,悩,63,1
999,大学,63,2
1000,的ﾉ鉱,63,3
1001,鉱ﾌ題,63,3
1002,題がﾂ,63,3
1003,がﾂま,63,3
1004,的ﾉ鉱ﾌ,63,4
1005,ﾉ鉱ﾌ題,63,4
1006,鉱ﾌ題が,63,4
1007,ﾌ題がﾂ,63,4
1008,題がﾂま,63,4
1009,的ﾉ鉱ﾌ題,63,5
1010,ﾉ鉱ﾌ題が,63,5
1011,鉱ﾌ題がﾂ,63,5
1012,ﾌ題がﾂま,63,5
1013,ｹ,63,1
1014,ハ,62,1
1015,ート,62,2
1016,たし,62,2
1017,したら,62,3
1018,りますの,62,4
1019,したら、,62,4
1020,りますので,62,5
1021,ﾍな,62,2
1022,でょう,62,3
1023,ﾉて,62,2
1024,ぶや,62,2
1025,やき,62,2
1026,ぶやき,62,3
1027,人ﾉ,62,2
1028,ベ,62,1
1029,ませ,62,2
1030,た。,62,2
1031,した。,62,3
1032,ｽﾉ,62,2
1033,轤ｹ,62,2
1034,ﾉなま,61,3
1035,ぱ,61,1
1036,公,61,1
1037,ること,61,3
1038,上が,61,2
1039,ﾝ可,61,2
1040,ﾊ規,61,2
1041,規ﾎ,61,2
1042,ﾎ象,61,2
1043,ﾂ摸,61,2
1044,で融,61,2
1045,ﾅ融,61,2
1046,融け,61,2
1047,ﾝ可能,61,3
1048,ﾊ規ﾎ,61,3
1049,規ﾎ象,61,3
1050,ﾎ象の,61,3
1051,ﾐで融,61,3
1052,ﾅ融け,61,3
1053,ﾊ規ﾎ象,61,4
1054,規ﾎ象の,61,4
1055,ﾊ規ﾎ象の,61,5
1056,五,61,1
1057,井,61,1
1058,習,61,1
1059,れてい,61,3
1060,ありま,61,3
1061,のセ,61,2
1062,いﾂ,61,2
1063,出いﾂ,61,3
1064,ﾖ係,61,2
1065,くなりま,60,4
1066,なりますの,60,5
1067,くなります,60,5
1068,かﾄ,60,2
1069,綿,60,1
1070,綿の,60,2
1071,ﾜな,60,2
1072,力,60,1
1073,秘,60,1
1074,海,60,1
1075,学、,60,2
1076,ると,60,2
1077,海外,60,2
1078,話の,60,2
1079,の英語,60,3
1080,大学、,60,3
1081,会話の,60,3
1082,槐,60,1
1083,住ﾅ,60,2
1084,定いﾜ,60,3
1085,ﾄみて,60,3
1086,ーーーーー,60,5
1087,やす,59,2
1088,として,59,3
1089,竄ｩ,59,2
1090,とで,59,2
1091,自,59,1
1092,様,59,1
1093,うか,59,2
1094,闕,59,1
1095,闕槐,59,2
1096,短,59,1
1097,蔑,59,1
1098,けで,58,2
1099,かな,58,2
1100,だけで,58,3
1101,ぽ,58,1
1102,罪,58,1
1103,ﾅ不,58,2
1104,ﾏの,58,2
1105,ﾅ不ﾏ,58,3
1106,不ﾏの,58,3
1107,ﾅ不ﾏの,58,4
1108,る副ﾆ,58,3
1109,接,58,1
1110,じ,58,1
1111,せん,58,2
1112,ません,58,3
1113,ﾐ介し,58,3
1114,闢,58,1
1115,ﾆ出,58,2
1116,公開,57,2
1117,ﾌ椎,57,2
1118,にア,57,2
1119,ｧﾌ,57,2
1120,髢ｧﾌ,57,3
1121,明,57,1
1122,げ,57,1
1123,出し,57,2
1124,必要,57,2
1125,無料,57,2
1126,ﾌ車,56,2
1127,ぼ,56,1
1128,蜉,56,1
1129,ｽ蜉,56,2
1130,蜉ｽ,56,2
1131,ﾈク,56,2
1132,黷ｽ蜉,56,3
1133,ｽ蜉ｽ,56,3
1134,断黷ｽ蜉,56,4
1135,黷ｽ蜉ｽ,56,4
1136,で断黷ｽ蜉,56,5
1137,断黷ｽ蜉ｽ,56,5
1138,現,56,1
1139,るので,56,3
1140,迂,56,1
1141,ﾈに,56,2
1142,ﾌにア,56,3
1143,出いﾌ,56,3
1144,ﾈな,56,2
1145,ﾄ稼,56,2
1146,常,56,1
1147,件,56,1
1148,ました。,56,4
1149,称セ,56,2
1150,るお,56,2
1151,系,56,1
1152,ゼ送,55,2
1153,び,55,1
1154,すぐ,55,2
1155,まま,55,2
1156,メー,55,2
1157,メール,55,3
1158,ﾉで,55,2
1159,活,55,1
1160,考,55,1
1161,前に,55,2
1162,手に,55,2
1163,誰,55,1
1164,など、,54,3
1165,ﾜので,54,3
1166,買,54,1
1167,とい,54,2
1168,たの,54,2
1169,下記,54,2
1170,始,54,1
1171,ほど,54,2
1172,以称,54,2
1173,ﾎ以称,54,3
1174,焦,54,1
1175,限,54,1
1176,ﾒてま,54,3
1177,副業,54,2
1178,馨,54,1
1179,ﾞ,54,1
1180,代,54,1
1181,れる,53,2
1182,紹,53,1
1183,ﾏと,53,2
1184,ﾚ連,53,2
1185,連ﾆ,53,2
1186,、ﾝ,53,2
1187,ﾝる,53,2
1188,るく,53,2
1189,ﾄみる,53,3
1190,みるか,53,3
1191,ﾚ連ﾆ,53,3
1192,ﾍ、ﾝ,53,3
1193,、ﾝる,53,3
1194,ﾝるく,53,3
1195,ﾄみるか,53,4
1196,ﾍ、ﾝる,53,4
1197,、ﾝるく,53,4
1198,ﾍ、ﾝるく,53,5
1199,奥,53,1
1200,る奥,53,2
1201,ﾏで,53,2
1202,満な,53,2
1203,ﾈ熟,53,2
1204,熟ﾈ,53,2
1205,ﾈま,53,2
1206,ﾅる奥,53,3
1207,ﾈ熟ﾈ,53,3
1208,熟ﾈま,53,3
1209,ﾈまで,53,3
1210,までな,53,3
1211,ﾝの人,53,3
1212,ﾈ熟ﾈま,53,4
1213,熟ﾈまで,53,4
1214,ﾈまでな,53,4
1215,ﾝの人ﾈ,53,4
1216,ﾈ熟ﾈまで,53,5
1217,熟ﾈまでな,53,5
1218,ﾌ人,53,2
1219,『,53,1
1220,うに,53,2
1221,ナー,53,2
1222,ため,53,2
1223,ﾏ馨,53,2
1224,ﾏ系,53,2
1225,在宅,53,2
1226,ﾜは、,53,3
1227,でる,52,2
1228,は不,52,2
1229,淑,52,1
1230,購,52,1
1231,購入,52,2
1232,注意,52,2
1233,鞍,52,1
1234,ﾏは,52,2
1235,は鞍,52,2
1236,鞍は,52,2
1237,は知,52,2
1238,知ﾄ,52,2
1239,ﾆ考,52,2
